,pro_link,title,status,percentage_fund,funded,target,end_date,backers,subcategory,thumbnail_type,number_rewards,min_price,max_price,num_news,num_comments,num_contributions,creater_link,language,short_des
0,https://www.kisskissbankbank.com/en/projects/table-boulangerie-engagee,"Cassava, table & boulangerie artisanale engagée",Successful,106,"€4,225","Out of €4,000",01/12/2021,42,"Organic,Locavore,Local Development",png,8,10.0,400.0,1,16,46,https://www.kisskissbankbank.com/en/users/valerie-lucas-399ca103-b417-455e-aa2f-a510af01e378,fr,Participez à la naissance de Cassava à la Réunion! Le mariage d'une boulangerie artisanale au levain et d'une table éco-responsable
1,https://www.kisskissbankbank.com/en/projects/ibiza-horse-valley,IBIZA HORSE VALLEY,Successful,104,"€20,880","Out of €20,000",01/12/2021,175,Animal Welfare,png,4,10.0,500.0,6,71,190,https://www.kisskissbankbank.com/en/users/jean-patrick-capdevielle,fr,"Sauvons ensemble ""Ibiza Horse Valley"", le sanctuaire des chevaux libres"
2,https://www.kisskissbankbank.com/en/projects/ob2,ENREGISTREMENT DE L'ALBUM OB2 GREGORY OTT ET VINCENT BIDAL,Successful,108,"€10,750","Out of €10,000",01/12/2021,211,Indie,jpg,7,10.0,500.0,0,53,222,https://www.kisskissbankbank.com/en/users/vincent-bidal,hr,Soutenez le projet sur KissKissBankBank !
3,https://www.kisskissbankbank.com/en/projects/playschool-l-album-la-garderie,Playschool l'album : LA GARDERIE,Successful,120,"€3,595","Out of €3,000",01/12/2021,95,Indie,jpg,7,10.0,1000.0,4,22,98,https://www.kisskissbankbank.com/en/users/emmanuel-olsson,fr,"Collectif d’artistes, Playschool a besoin de vous pour financer la sortie de l'album ""La garderie"" et produire un beau clip."
4,https://www.kisskissbankbank.com/en/projects/sick16,S!CK soutient l'indépendance avec le double-numéro Gremlins,Successful,876,876 pre-orders,Out of 100,01/12/2021,312,"French manufacturing,Independent media",gif,12,14.0,225.0,10,41,325,https://www.kisskissbankbank.com/en/users/yoan-villars,fr,"164 pages, 2 couvertures et 0 publicité !"
5,https://www.kisskissbankbank.com/en/projects/teaserlappat,"TEASER Long-métrage ""L'APPÂT""",Successful,169,"€3,642","Out of €2,160",01/11/2021,62,"Anti racism,International solidarity,Independent media",jpg,5,5.0,80.0,0,11,64,https://www.kisskissbankbank.com/en/users/teaser-appat,de,"SOUTENEZ LE TOURNAGE DU TEASER DU LONG-MÉTRAGE ""L'APPÂT""."
6,https://www.kisskissbankbank.com/en/projects/en-immersion-engagee,En immersion Engagée,Successful,682,"€13,639","Out of €2,000",01/10/2021,72,"Local Development,Indie,French manufacturing",png,7,20.0,500.0,1,14,74,https://www.kisskissbankbank.com/en/users/loic-sanchez,fr,"Pré-réservez aujourd’hui votre prochaine micro-immersion en terre méconnue, aidez immédiatement un habitant."
7,https://www.kisskissbankbank.com/en/projects/route-64-le-magazine-du-jeu-d-echecs-hors-des-cases,"Route 64, la revue francophone du jeu d'échecs pour aller hors des cases",Successful,203,406 pre-orders,Out of 200,01/10/2021,172,Independent media,jpg,7,25.0,5000.0,26,34,177,https://www.kisskissbankbank.com/en/users/fabrice-hodecent,fr,"Soutenez la création de Route 64, le nouveau média francophone (128 pages) du jeu d'échecs qui veut voyager hors des cases !"
8,https://www.kisskissbankbank.com/en/projects/caremitou,"Caremitou®, maison de santé connectée qui prend soin de mon chat de chez moi !",Successful,108,27 pre-orders,Out of 25,01/10/2021,16,"Animal Welfare,Recycling,French manufacturing",gif,8,5.0,710.0,1,2,19,https://www.kisskissbankbank.com/en/users/philippe-daurenjou-4abc64ff-11d0-41d3-9bba-5a962260608e,fr,"Un bac à litière connecté, esthétique et performant qui dépiste très tôt et à mon domicile les risques de maladies de mon animal. 

"
9,https://www.kisskissbankbank.com/en/projects/le-grand-bicoupe,Le Grand-Bicoupe | Le coupe Quiche / Tarte /  Pizza made in France,Successful,150,"€9,004","Out of €6,000",10/23/2020,172,"Local Development,French manufacturing",gif,10,8.0,500.0,14,19,184,https://www.kisskissbankbank.com/en/users/jason-noblet,fr,"Soutenez le Grand-Bicoupe, une roulette à pizza 🍕 éco-conçue♻️, faite pour les tartes 🥧, qui décapsule 🍾 et garde la table propre."
